date,datatype,station,value,fl_m,fl_q,fl_so,fl_t,units,year,temp
1960-03-12T00:00:00Z,TMIN,GHCND:USC00190535,-111,,,0,2400,celcius_tenths,1960,-11.1
1960-03-13T00:00:00Z,TMAX,GHCND:USC00190535,44,,,0,2400,celcius_tenths,1960,4.4
1960-03-13T00:00:00Z,TMIN,GHCND:USC00190535,-28,,,0,2400,celcius_tenths,1960,-2.8
1960-03-14T00:00:00Z,TMAX,GHCND:USC00190535,28,,,0,2400,celcius_tenths,1960,2.8
1960-03-14T00:00:00Z,TMIN,GHCND:USC00190535,-39,,,0,2400,celcius_tenths,1960,-3.9
1960-03-15T00:00:00Z,TMAX,GHCND:USC00190535,44,,,0,2400,celcius_tenths,1960,4.4
1960-03-15T00:00:00Z,TMIN,GHCND:USC00190535,-72,,,0,2400,celcius_tenths,1960,-7.2
1960-03-16T00:00:00Z,TMAX,GHCND:USC00190535,50,,,0,2400,celcius_tenths,1960,5
1960-03-16T00:00:00Z,TMIN,GHCND:USC00190535,-83,,,0,2400,celcius_tenths,1960,-8.3
1960-03-17T00:00:00Z,TMAX,GHCND:USC00190535,28,,I,0,2400,celcius_tenths,1960,2.8
1960-03-17T00:00:00Z,TMIN,GHCND:USC00190535,-22,,,0,2400,celcius_tenths,1960,-2.2
1960-03-18T00:00:00Z,TMAX,GHCND:USC00190535,78,,,0,2400,celcius_tenths,1960,7.8
1960-03-18T00:00:00Z,TMIN,GHCND:USC00190535,0,,,0,2400,celcius_tenths,1960,0
1960-03-19T00:00:00Z,TMAX,GHCND:USC00190535,50,,I,0,2400,celcius_tenths,1960,5
1960-03-19T00:00:00Z,TMIN,GHCND:USC00190535,6,,,0,2400,celcius_tenths,1960,0.6
1960-03-20T00:00:00Z,TMAX,GHCND:USC00190535,89,,,0,2400,celcius_tenths,1960,8.9
1960-03-20T00:00:00Z,TMIN,GHCND:USC00190535,-39,,,0,2400,celcius_tenths,1960,-3.9
1960-03-21T00:00:00Z,TMAX,GHCND:USC00190535,61,,,0,2400,celcius_tenths,1960,6.1
1960-03-21T00:00:00Z,TMIN,GHCND:USC00190535,-28,,,0,2400,celcius_tenths,1960,-2.8
1960-03-22T00:00:00Z,TMAX,GHCND:USC00190535,22,,,0,2400,celcius_tenths,1960,2.2
1960-03-22T00:00:00Z,TMIN,GHCND:USC00190535,-78,,,0,2400,celcius_tenths,1960,-7.8
1960-03-23T00:00:00Z,TMAX,GHCND:USC00190535,33,,,0,2400,celcius_tenths,1960,3.3
1960-03-23T00:00:00Z,TMIN,GHCND:USC00190535,-61,,,0,2400,celcius_tenths,1960,-6.1
1960-03-24T00:00:00Z,TMAX,GHCND:USC00190535,72,,,0,2400,celcius_tenths,1960,7.2
1960-03-24T00:00:00Z,TMIN,GHCND:USC00190535,-56,,,0,2400,celcius_tenths,1960,-5.6
1960-03-25T00:00:00Z,TMAX,GHCND:USC00190535,67,,,0,2400,celcius_tenths,1960,6.7
1960-03-25T00:00:00Z,TMIN,GHCND:USC00190535,-39,,,0,2400,celcius_tenths,1960,-3.9
1960-03-26T00:00:00Z,TMAX,GHCND:USC00190535,22,,,0,2400,celcius_tenths,1960,2.2
1960-03-26T00:00:00Z,TMIN,GHCND:USC00190535,-133,,,0,2400,celcius_tenths,1960,-13.3
1960-03-27T00:00:00Z,TMAX,GHCND:USC00190535,94,,,0,2400,celcius_tenths,1960,9.4
1960-03-27T00:00:00Z,TMIN,GHCND:USC00190535,-50,,,0,2400,celcius_tenths,1960,-5
1960-03-28T00:00:00Z,TMAX,GHCND:USC00190535,156,,,0,2400,celcius_tenths,1960,15.6
1960-03-28T00:00:00Z,TMIN,GHCND:USC00190535,50,,,0,2400,celcius_tenths,1960,5
1960-03-29T00:00:00Z,TMAX,GHCND:USC00190535,106,,,0,2400,celcius_tenths,1960,10.6
1960-03-29T00:00:00Z,TMIN,GHCND:USC00190535,-44,,,0,2400,celcius_tenths,1960,-4.4
1960-03-30T00:00:00Z,TMAX,GHCND:USC00190535,144,,,0,2400,celcius_tenths,1960,14.4
1960-03-30T00:00:00Z,TMIN,GHCND:USC00190535,11,,,0,2400,celcius_tenths,1960,1.1
1960-03-31T00:00:00Z,TMAX,GHCND:USC00190535,172,,,0,2400,celcius_tenths,1960,17.2
1960-03-31T00:00:00Z,TMIN,GHCND:USC00190535,111,,,0,2400,celcius_tenths,1960,11.1
1960-04-01T00:00:00Z,TMAX,GHCND:USC00190535,156,,,0,2400,celcius_tenths,1960,15.6
1960-04-01T00:00:00Z,TMIN,GHCND:USC00190535,67,,,0,2400,celcius_tenths,1960,6.7
1960-04-02T00:00:00Z,TMAX,GHCND:USC00190535,89,,,0,2400,celcius_tenths,1960,8.9
1960-04-02T00:00:00Z,TMIN,GHCND:USC00190535,22,,,0,2400,celcius_tenths,1960,2.2
1960-04-03T00:00:00Z,TMAX,GHCND:USC00190535,89,,,0,2400,celcius_tenths,1960,8.9
1960-04-03T00:00:00Z,TMIN,GHCND:USC00190535,-11,,,0,2400,celcius_tenths,1960,-1.1
1960-04-04T00:00:00Z,TMAX,GHCND:USC00190535,200,,,0,2400,celcius_tenths,1960,20
1960-04-04T00:00:00Z,TMIN,GHCND:USC00190535,39,,,0,2400,celcius_tenths,1960,3.9
1960-04-05T00:00:00Z,TMAX,GHCND:USC00190535,194,,,0,2400,celcius_tenths,1960,19.4
1960-04-05T00:00:00Z,TMIN,GHCND:USC00190535,44,,,0,2400,celcius_tenths,1960,4.4
1960-04-06T00:00:00Z,TMAX,GHCND:USC00190535,61,,,0,2400,celcius_tenths,1960,6.1
1960-04-06T00:00:00Z,TMIN,GHCND:USC00190535,0,,,0,2400,celcius_tenths,1960,0
1960-04-07T00:00:00Z,TMAX,GHCND:USC00190535,100,,,0,2400,celcius_tenths,1960,10
1960-04-07T00:00:00Z,TMIN,GHCND:USC00190535,-22,,,0,2400,celcius_tenths,1960,-2.2
1960-04-08T00:00:00Z,TMAX,GHCND:USC00190535,94,,,0,2400,celcius_tenths,1960,9.4
1960-04-08T00:00:00Z,TMIN,GHCND:USC00190535,-39,,,0,2400,celcius_tenths,1960,-3.9
1960-04-09T00:00:00Z,TMAX,GHCND:USC00190535,83,,,0,2400,celcius_tenths,1960,8.3
1960-04-09T00:00:00Z,TMIN,GHCND:USC00190535,11,,,0,2400,celcius_tenths,1960,1.1
1960-04-10T00:00:00Z,TMAX,GHCND:USC00190535,94,,,0,2400,celcius_tenths,1960,9.4
1960-04-10T00:00:00Z,TMIN,GHCND:USC00190535,0,,,0,2400,celcius_tenths,1960,0
1960-04-11T00:00:00Z,TMAX,GHCND:USC00190535,111,,,0,2400,celcius_tenths,1960,11.1
1960-04-11T00:00:00Z,TMIN,GHCND:USC00190535,-56,,,0,2400,celcius_tenths,1960,-5.6
1960-04-12T00:00:00Z,TMAX,GHCND:USC00190535,167,,,0,2400,celcius_tenths,1960,16.7
1960-04-12T00:00:00Z,TMIN,GHCND:USC00190535,28,,,0,2400,celcius_tenths,1960,2.8
1960-04-13T00:00:00Z,TMAX,GHCND:USC00190535,161,,,0,2400,celcius_tenths,1960,16.1
1960-04-13T00:00:00Z,TMIN,GHCND:USC00190535,33,,,0,2400,celcius_tenths,1960,3.3
1960-04-14T00:00:00Z,TMAX,GHCND:USC00190535,233,,,0,2400,celcius_tenths,1960,23.3
1960-04-14T00:00:00Z,TMIN,GHCND:USC00190535,44,,,0,2400,celcius_tenths,1960,4.4
1960-04-15T00:00:00Z,TMAX,GHCND:USC00190535,233,,,0,2400,celcius_tenths,1960,23.3
1960-04-15T00:00:00Z,TMIN,GHCND:USC00190535,78,,,0,2400,celcius_tenths,1960,7.8
1960-04-16T00:00:00Z,TMAX,GHCND:USC00190535,222,,,0,2400,celcius_tenths,1960,22.2
1960-04-16T00:00:00Z,TMIN,GHCND:USC00190535,78,,,0,2400,celcius_tenths,1960,7.8
1960-04-17T00:00:00Z,TMAX,GHCND:USC00190535,211,,,0,2400,celcius_tenths,1960,21.1
1960-04-17T00:00:00Z,TMIN,GHCND:USC00190535,50,,,0,2400,celcius_tenths,1960,5
1960-04-18T00:00:00Z,TMAX,GHCND:USC00190535,211,,,0,2400,celcius_tenths,1960,21.1
1960-04-18T00:00:00Z,TMIN,GHCND:USC00190535,117,,,0,2400,celcius_tenths,1960,11.7
1960-04-19T00:00:00Z,TMAX,GHCND:USC00190535,133,,,0,2400,celcius_tenths,1960,13.3
1960-04-19T00:00:00Z,TMIN,GHCND:USC00190535,6,,,0,2400,celcius_tenths,1960,0.6
1960-04-20T00:00:00Z,TMAX,GHCND:USC00190535,156,,,0,2400,celcius_tenths,1960,15.6
1960-04-20T00:00:00Z,TMIN,GHCND:USC00190535,-33,,,0,2400,celcius_tenths,1960,-3.3
1960-04-21T00:00:00Z,TMAX,GHCND:USC00190535,233,,,0,2400,celcius_tenths,1960,23.3
1960-04-21T00:00:00Z,TMIN,GHCND:USC00190535,61,,,0,2400,celcius_tenths,1960,6.1
1960-04-22T00:00:00Z,TMAX,GHCND:USC00190535,167,,,0,2400,celcius_tenths,1960,16.7
1960-04-22T00:00:00Z,TMIN,GHCND:USC00190535,56,,,0,2400,celcius_tenths,1960,5.6
1960-04-23T00:00:00Z,TMAX,GHCND:USC00190535,144,,,0,2400,celcius_tenths,1960,14.4
1960-04-23T00:00:00Z,TMIN,GHCND:USC00190535,44,,,0,2400,celcius_tenths,1960,4.4
1960-04-24T00:00:00Z,TMAX,GHCND:USC00190535,94,,,0,2400,celcius_tenths,1960,9.4
1960-04-24T00:00:00Z,TMIN,GHCND:USC00190535,50,,,0,2400,celcius_tenths,1960,5
1960-04-25T00:00:00Z,TMAX,GHCND:USC00190535,156,,,0,2400,celcius_tenths,1960,15.6
1960-04-25T00:00:00Z,TMIN,GHCND:USC00190535,72,,,0,2400,celcius_tenths,1960,7.2
1960-04-26T00:00:00Z,TMAX,GHCND:USC00190535,222,,,0,2400,celcius_tenths,1960,22.2
1960-04-26T00:00:00Z,TMIN,GHCND:USC00190535,67,,,0,2400,celcius_tenths,1960,6.7
1960-04-27T00:00:00Z,TMAX,GHCND:USC00190535,206,,,0,2400,celcius_tenths,1960,20.6
1960-04-27T00:00:00Z,TMIN,GHCND:USC00190535,83,,,0,2400,celcius_tenths,1960,8.3
1960-04-28T00:00:00Z,TMAX,GHCND:USC00190535,167,,,0,2400,celcius_tenths,1960,16.7
1960-04-28T00:00:00Z,TMIN,GHCND:USC00190535,67,,,0,2400,celcius_tenths,1960,6.7
1960-04-29T00:00:00Z,TMAX,GHCND:USC00190535,183,,,0,2400,celcius_tenths,1960,18.3
1960-04-29T00:00:00Z,TMIN,GHCND:USC00190535,61,,,0,2400,celcius_tenths,1960,6.1
1960-04-30T00:00:00Z,TMAX,GHCND:USC00190535,183,,,0,2400,celcius_tenths,1960,18.3
1960-04-30T00:00:00Z,TMIN,GHCND:USC00190535,6,,,0,2400,celcius_tenths,1960,0.6
1960-05-01T00:00:00Z,TMAX,GHCND:USC00190535,161,,,0,2400,celcius_tenths,1960,16.1
1960-05-01T00:00:00Z,TMIN,GHCND:USC00190535,83,,,0,2400,celcius_tenths,1960,8.3
1960-05-02T00:00:00Z,TMAX,GHCND:USC00190535,161,,,0,2400,celcius_tenths,1960,16.1
1960-05-02T00:00:00Z,TMIN,GHCND:USC00190535,50,,,0,2400,celcius_tenths,1960,5
1960-05-03T00:00:00Z,TMAX,GHCND:USC00190535,244,,,0,2400,celcius_tenths,1960,24.4
1960-05-03T00:00:00Z,TMIN,GHCND:USC00190535,17,,,0,2400,celcius_tenths,1960,1.7
1960-05-04T00:00:00Z,TMAX,GHCND:USC00190535,267,,,0,2400,celcius_tenths,1960,26.7
