Kingdom,Genus,Species,Scientific_name,Phenophase,year,DOY,Longitude,Latitude,TSN
Plantae,Acalypha,rhomboidea,Acalypha rhomboidea,FirstFlower,2005,199,-71.3333333,42.4500000,28193
Plantae,Acer,campestre,Acer campestre,FirstFlower,2005,143,-71.3333333,42.4500000,28739
Plantae,Acer,campestre,Acer campestre,FirstFlower,2006,104,-71.3333333,42.4500000,28739
Plantae,Acer,negundo,Acer negundo,FirstFlower,1888,134,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,1891,144,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,1892,151,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,1893,134,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,1894,130,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,1895,125,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,1896,123,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,1897,115,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,1898,121,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,1899,127,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,1900,126,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,1901,126,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,1902,124,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,1903,123,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,2004,120,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,2005,107,-71.3333333,42.4500000,28749
Plantae,Acer,negundo,Acer negundo,FirstFlower,2006,117,-71.3333333,42.4500000,28749
Plantae,Acer,pensylvanicum,Acer pensylvanicum,FirstFlower,1888,148,-71.3333333,42.4500000,28754
Plantae,Acer,pensylvanicum,Acer pensylvanicum,FirstFlower,1889,132,-71.3333333,42.4500000,28754
Plantae,Acer,pensylvanicum,Acer pensylvanicum,FirstFlower,1890,132,-71.3333333,42.4500000,28754
Plantae,Acer,pensylvanicum,Acer pensylvanicum,FirstFlower,1891,144,-71.3333333,42.4500000,28754
Plantae,Acer,pensylvanicum,Acer pensylvanicum,FirstFlower,1892,143,-71.3333333,42.4500000,28754
Plantae,Acer,pensylvanicum,Acer pensylvanicum,FirstFlower,1893,141,-71.3333333,42.4500000,28754
Plantae,Acer,pensylvanicum,Acer pensylvanicum,FirstFlower,1894,130,-71.3333333,42.4500000,28754
Plantae,Acer,pensylvanicum,Acer pensylvanicum,FirstFlower,1895,132,-71.3333333,42.4500000,28754
Plantae,Acer,pensylvanicum,Acer pensylvanicum,FirstFlower,1899,127,-71.3333333,42.4500000,28754
Plantae,Acer,pensylvanicum,Acer pensylvanicum,FirstFlower,1900,138,-71.3333333,42.4500000,28754
Plantae,Acer,pensylvanicum,Acer pensylvanicum,FirstFlower,1901,139,-71.3333333,42.4500000,28754
Plantae,Acer,pensylvanicum,Acer pensylvanicum,FirstFlower,1902,136,-71.3333333,42.4500000,28754
Plantae,Acer,pensylvanicum,Acer pensylvanicum,FirstFlower,2005,143,-71.3333333,42.4500000,28754
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1852,162,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1853,151,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1854,150,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1856,157,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1878,206,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1888,162,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1889,181,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1890,204,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1891,150,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1892,151,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1893,155,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1894,144,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1895,153,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1896,151,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1897,150,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1898,157,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1899,155,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1900,155,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1901,160,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,1902,148,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,2004,154,-71.3333333,42.4500000,35423
Plantae,Achillea,millefolium,Achillea millefolium,FirstFlower,2005,157,-71.3333333,42.4500000,35423
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1853,156,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1854,150,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1858,159,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1890,140,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1891,152,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1892,150,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1893,155,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1894,154,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1895,153,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1896,145,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1897,143,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1898,156,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1899,134,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1900,155,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1901,160,-71.3333333,42.4500000,42523
Plantae,Acorus,calamus,Acorus calamus,FirstFlower,1902,152,-71.3333333,42.4500000,42523
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1857,159,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1888,155,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1889,173,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1890,176,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1891,151,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1892,143,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1893,148,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1894,130,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1895,139,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1896,138,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1897,137,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1898,139,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1899,132,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1900,143,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1901,142,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,1902,136,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,2004,134,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,2005,137,-71.3333333,42.4500000,18722
Plantae,Actaea,pachypoda,Actaea pachypoda,FirstFlower,2006,137,-71.3333333,42.4500000,18722
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1852,151,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1853,146,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1854,147,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1858,141,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1889,161,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1890,176,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1891,151,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1892,143,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1893,148,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1894,130,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1895,139,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1896,137,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1897,137,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1898,139,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1899,132,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1900,143,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1901,142,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,1902,136,-71.3333333,42.4500000,18723
Plantae,Actaea,rubra,Actaea rubra,FirstFlower,2004,148,-71.3333333,42.4500000,18723
Plantae,Adlumia,fungosa,Adlumia fungosa,FirstFlower,1889,203,-71.3333333,42.4500000,18897
Plantae,Adlumia,fungosa,Adlumia fungosa,FirstFlower,1890,191,-71.3333333,42.4500000,18897
Plantae,Adlumia,fungosa,Adlumia fungosa,FirstFlower,1893,183,-71.3333333,42.4500000,18897
Plantae,Adlumia,fungosa,Adlumia fungosa,FirstFlower,1895,182,-71.3333333,42.4500000,18897
Plantae,Adlumia,fungosa,Adlumia fungosa,FirstFlower,1896,180,-71.3333333,42.4500000,18897
Plantae,Adlumia,fungosa,Adlumia fungosa,FirstFlower,1897,171,-71.3333333,42.4500000,18897
Plantae,Adlumia,fungosa,Adlumia fungosa,FirstFlower,1898,182,-71.3333333,42.4500000,18897
Plantae,Adlumia,fungosa,Adlumia fungosa,FirstFlower,1900,190,-71.3333333,42.4500000,18897
Plantae,Adlumia,fungosa,Adlumia fungosa,FirstFlower,1901,171,-71.3333333,42.4500000,18897
Plantae,Adlumia,fungosa,Adlumia fungosa,FirstFlower,1902,182,-71.3333333,42.4500000,18897
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1852,188,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1853,192,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1854,198,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1856,194,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1878,195,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1888,204,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1889,195,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1890,187,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1891,179,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1892,178,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1893,211,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1894,169,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1895,181,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1896,201,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1897,201,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1898,191,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1899,185,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1900,190,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1901,188,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,1902,196,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,2004,202,-71.3333333,42.4500000,29567
Plantae,Aegopodium,podagraria,Aegopodium podagraria,FirstFlower,2005,206,-71.3333333,42.4500000,29567
Plantae,Agrostema,githago,Agrostemma githago,FirstFlower,1891,186,-71.3333333,42.4500000,20230
Plantae,Agrostema,githago,Agrostemma githago,FirstFlower,1900,197,-71.3333333,42.4500000,20230
Plantae,Agrostema,githago,Agrostemma githago,FirstFlower,2005,171,-71.3333333,42.4500000,20230
Plantae,Ajuga,reptans,Ajuga reptans,FirstFlower,2004,126,-71.3333333,42.4500000,32454
Plantae,Ajuga,reptans,Ajuga reptans,FirstFlower,2005,119,-71.3333333,42.4500000,32454
Plantae,Ajuga,reptans,Ajuga reptans,FirstFlower,2006,119,-71.3333333,42.4500000,32454
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1852,202,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1853,199,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1854,200,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1856,213,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1888,225,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1889,209,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1890,191,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1891,204,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1892,206,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1893,211,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1894,189,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1895,185,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1896,205,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1897,199,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1898,205,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1899,190,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1900,192,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1901,195,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,1902,196,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,2004,182,-71.3333333,42.4500000,182441
Plantae,Alisma,triviale,Alisma triviale,FirstFlower,2005,216,-71.3333333,42.4500000,182441
Plantae,Alliaria,officinalis,Alliaria officinalis,FirstFlower,2004,126,-71.3333333,42.4500000,184483
Plantae,Alliaria,officinalis,Alliaria officinalis,FirstFlower,2005,119,-71.3333333,42.4500000,184483
Plantae,Alliaria,officinalis,Alliaria officinalis,FirstFlower,2006,115,-71.3333333,42.4500000,184483
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1853,165,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1854,176,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1856,193,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1857,158,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1888,180,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1889,167,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1890,164,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1891,168,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1892,152,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1893,169,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1894,161,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1895,150,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1896,155,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1897,168,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1898,148,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1899,155,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1900,148,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1901,145,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,1902,138,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,2004,173,-71.3333333,42.4500000,42635
Plantae,Allium,canadensis,Allium canadense,FirstFlower,2005,167,-71.3333333,42.4500000,42635
Plantae,Althea,officinalis,Althaea officinalis,FirstFlower,2005,216,-71.3333333,42.4500000,21610
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1889,232,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1890,201,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1891,186,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1892,193,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1893,197,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1894,182,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1895,202,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1896,186,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1897,199,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1898,198,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1899,183,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1900,190,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1901,191,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,1902,185,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,2004,182,-71.3333333,42.4500000,20745
Plantae,Amaranthus,retroflexus,Amaranthus retroflexus,FirstFlower,2005,214,-71.3333333,42.4500000,20745
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1852,221,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1854,222,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1889,232,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1890,201,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1891,214,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1892,213,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1893,203,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1894,210,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1895,216,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1896,222,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1897,220,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1898,219,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1899,211,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1900,204,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1901,216,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,1902,222,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,2004,217,-71.3333333,42.4500000,36496
Plantae,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,FirstFlower,2005,216,-71.3333333,42.4500000,36496
Plantae,Amelanchier,arborea,Amelanchier arborea,FirstFlower,2006,115,-71.3333333,42.4500000,25110
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1852,130,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1853,124,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1854,127,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1855,127,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1856,116,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1878,117,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1888,134,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1889,118,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1890,124,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1891,120,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1892,122,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1893,134,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1894,119,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1895,125,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1896,120,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1897,115,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1898,121,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1899,120,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1900,124,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1901,128,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1902,118,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,1903,116,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,2004,119,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,2005,115,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,2006,110,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,2008,115,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,2009,117,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,2010,102,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,2011,119,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,2012,105,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,2013,117,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,2014,123,-71.3333333,42.4500000,25112
Plantae,Amelanchier,canadensis,Amelanchier canadensis,FirstFlower,2015,125,-71.3333333,42.4500000,25112
